N,P,K,temperature,humidity,ph,rainfall,Area,Season,Production,label
113,57,50,26.03967219,83.9862443,6.277484043,43.87712348,2434,Kharif     ,572,watermelon
83,57,53,24.92994759,85.00802358,6.195142279,48.75859458,8605,Kharif     ,7374,watermelon
101,57,51,25.50736962,84.24340241,6.792035575,44.2068997,17049,Kharif     ,42520,watermelon
114,57,55,25.4438391,87.9392312,6.472756256,57.51549686,222,Kharif     ,57,watermelon
99,57,45,26.12588914,86.5507939,6.000975617,40.71210074,1189,Kharif     ,292,watermelon
92,57,55,25.10474753,87.5267616,6.587791262,59.26519444,144,Kharif     ,55,watermelon
92,57,48,26.27520631,86.63249555,6.956508826,54.38748495,2,Rabi       ,1,watermelon
91,57,55,26.27061608,83.09194521,6.259086583,46.76837499,30,Rabi       ,19,watermelon
110,57,54,26.73690828,87.82430156,6.747537642,47.46447019,2405,Rabi       ,8975,watermelon
112,57,51,25.04746944,85.5667282,6.932537231,56.72496677,18109,Rabi       ,52842,watermelon
89,57,54,24.69368934,85.56967628,6.353107393,48.99390828,2627,Rabi       ,1532,watermelon
100,57,53,24.54356968,84.60808277,6.211748957,42.00660251,29,Rabi       ,35,watermelon
83,57,54,25.89762315,81.96664832,6.277245254,54.49960057,4,Rabi       ,1,watermelon
95,57,50,26.6333118,84.31756844,6.560443519,56.31866159,788,Rabi       ,5971,watermelon
119,57,49,25.35794749,80.45846265,6.903020221,47.72078245,144,Rabi       ,54,watermelon
97,57,47,25.28784623,89.63667876,6.765094964,58.28697664,189,Rabi       ,4612,watermelon
110,57,45,26.63838589,84.69546874,6.189213927,48.32428609,34,Rabi       ,18,watermelon
96,57,50,25.3310446,84.30533791,6.904241707,41.53218699,917,Rabi       ,1265,watermelon
83,57,55,26.89750174,83.89241484,6.463271076,43.97193745,29164,Rabi       ,85101,watermelon
120,57,47,26.98603693,89.4138489,6.260838965,58.54876687,264,Rabi       ,149,watermelon
115,57,55,27.57826922,94.11878202,6.776533055,28.08253201,426,Rabi       ,333,muskmelon
114,57,48,27.82054812,93.03555162,6.528404378,26.32405487,4,Rabi       ,1,muskmelon
101,57,52,29.09910406,94.22237826,6.750145572,22.52497327,556,Whole Year ,27205,muskmelon
118,57,52,28.04943594,90.83130708,6.562832807,20.76223014,117,Whole Year ,31,muskmelon
95,57,45,29.91690582,94.55695552,6.117530021,28.16057247,4307,Whole Year ,34924554,muskmelon
81,57,49,29.86895762,93.25103208,6.076459669,26.26243014,155,Whole Year ,52,muskmelon
117,57,53,29.17220859,92.21405224,6.293486295,21.30290472,1429,Whole Year ,12086,muskmelon
114,57,51,29.24908541,90.06998135,6.069171847,25.93496537,37965,Whole Year ,3496956,muskmelon
113,57,52,27.76317235,90.35567642,6.740983646,25.21609113,5492,Whole Year ,3852,muskmelon
108,57,52,28.82629037,94.26765349,6.201797639,26.23838511,246,Whole Year ,1351,muskmelon
81,57,48,28.52379742,92.09688432,6.041027474,29.86681385,114,Whole Year ,134,muskmelon
115,57,52,29.06785065,90.97685539,6.019372459,29.1194739,81,Whole Year ,635,muskmelon
83,57,45,29.08417927,90.73891887,6.704104127,25.33014238,7000,Kharif     ,1000,muskmelon
84,57,55,28.47090661,94.79453182,6.494251024,21.08484101,2000,Kharif     ,3000,muskmelon
109,57,45,28.27973674,90.38971208,6.224535449,21.58992507,1000,Kharif     ,1000,muskmelon
95,57,55,28.47212559,91.21322065,6.160414414,20.88620369,146000,Kharif     ,246000,muskmelon
119,57,55,29.68846716,94.30111601,6.168757984,26.83924845,4000,Kharif     ,2000,muskmelon
110,57,51,27.02415146,91.66737633,6.085444691,21.26034986,1000,Kharif     ,1000,muskmelon
82,57,48,29.09588297,94.16748386,6.159050816,26.70581328,1000,Kharif     ,3000,muskmelon
87,57,48,29.69238699,92.58862544,6.606033244,29.1102594,1000,Kharif     ,,muskmelon
85,57,53,28.20619412,92.86798698,6.447662945,28.78654515,2000,Kharif     ,1000,muskmelon
100,57,53,29.05248036,93.92217834,6.105909623,23.66620626,8000,Kharif     ,6000,muskmelon
107,57,46,29.57240298,93.61870344,6.559763394,27.56918621,15000,Kharif     ,42000,muskmelon
91,57,47,29.10968327,92.43510994,6.14410903,27.95602304,1000,Kharif     ,,muskmelon
102,57,50,28.20480805,92.91440379,6.099662369,20.36001144,1000,Kharif     ,,muskmelon
117,57,53,29.11858526,92.12543021,6.413927319,24.52020164,2000,Rabi       ,7000,muskmelon
85,57,52,29.62800691,90.10051615,6.075144116,23.69586761,21000,Rabi       ,57000,muskmelon
104,57,55,29.81196601,90.36881284,6.123802502,22.68766503,2000,Rabi       ,1000,muskmelon
102,57,54,27.72338349,90.93897939,6.698468621,22.81863447,1000,Rabi       ,4000,muskmelon
116,57,50,29.26092798,92.92367701,6.088885814,28.70627683,1000,Rabi       ,1000,muskmelon
100,57,48,29.72791119,94.29753295,6.367800632,26.52364146,37000,Rabi       ,116000,muskmelon
110,57,54,28.91105641,90.78413842,6.425930938,23.44398467,5000,Rabi       ,6000,muskmelon
104,57,51,28.96361426,93.88482153,6.469983276,23.56130173,30000,Whole Year ,2819000,muskmelon
107,57,54,28.59052369,91.33617236,6.094016338,29.44008034,7173,Kharif     ,2554,muskmelon
98,57,52,27.33897716,90.69759008,6.150090899,28.69113835,1714,Kharif     ,3286,muskmelon
88,57,52,29.90415889,90.75284363,6.646962425,25.37828397,499,Kharif     ,376,muskmelon
87,57,46,27.42711692,90.02696201,6.379690748,21.7508774,24,Kharif     ,37,muskmelon
120,57,46,29.55657523,90.70937262,6.732834334,28.36535596,514,Kharif     ,1276,muskmelon
95,57,46,29.84070774,93.76312893,6.126019932,23.28207838,171653,Kharif     ,84110,muskmelon
108,57,47,28.53545677,91.72742702,6.161123579,25.1290048,2238,Kharif     ,1256,muskmelon
82,57,52,27.11535046,94.86907886,6.442810053,26.51924782,1205,Kharif     ,812,muskmelon
120,57,55,27.84492803,91.60666594,6.732049075,26.47844429,843,Kharif     ,3937,muskmelon
110,57,47,29.03157242,91.82172592,6.243673725,24.93861254,482,Kharif     ,188,muskmelon
95,57,45,27.82424457,90.56698742,6.266208727,21.19014526,289,Kharif     ,4856,muskmelon
106,57,49,27.72653142,92.00687531,6.350623739,20.21126747,1607,Kharif     ,783,muskmelon
99,57,52,28.69708334,94.30759855,6.002927293,22.21807088,7179,Kharif     ,4142,muskmelon
106,57,51,29.73019662,90.97015715,6.342573112,20.49035619,17596,Kharif     ,46242,muskmelon
83,57,53,29.54097171,92.91778307,6.163921248,21.9653077,236,Kharif     ,46,muskmelon
117,57,55,28.80311922,91.78336933,6.121745389,25.16359891,848,Kharif     ,241,muskmelon
98,57,49,27.29035669,90.53330091,6.130160473,23.49535234,303,Kharif     ,110,muskmelon
113,57,48,27.46583649,94.87679041,6.440584681,27.27899847,9,Rabi       ,17,muskmelon
101,57,47,29.49401389,94.72981338,6.185053234,26.30820876,2500,Rabi       ,5155,muskmelon
98,57,45,27.79161808,92.51054946,6.157724816,26.85422624,19,Rabi       ,74,muskmelon
93,57,48,29.12533739,91.52291141,6.776987974,21.90440445,17250,Rabi       ,46506,muskmelon
95,57,47,27.93114233,93.56161439,6.431970877,20.66127836,1318,Rabi       ,1078,muskmelon
109,57,48,29.45771748,92.12534736,6.708743843,20.76212031,957,Rabi       ,8450,muskmelon
118,57,47,27.96872279,92.17444796,6.010739645,28.94766949,191,Rabi       ,65,muskmelon
100,57,49,29.48882958,91.07574233,6.365956658,26.01909355,171,Rabi       ,4081,muskmelon
89,57,47,29.47156259,90.77069618,6.668382766,28.75226067,812,Rabi       ,1522,muskmelon
95,57,46,27.0767265,90.14362622,6.74669542,24.4514648,37927,Rabi       ,118636,muskmelon
95,57,45,27.30008597,90.80015308,6.031665834,25.09484511,329,Rabi       ,143,muskmelon
87,57,45,29.82729394,90.79007335,6.40077205,22.84203589,376,Rabi       ,252,muskmelon
93,57,50,29.93061247,93.22980899,6.448792689,24.34814338,708,Whole Year ,22390,muskmelon
84,57,49,29.94349168,93.90741192,6.251420275,20.39020503,90,Whole Year ,26,muskmelon
111,57,47,28.03306461,91.47355778,6.274452811,21.17924769,3915,Whole Year ,35594856,muskmelon
111,57,52,29.8843055,94.0371147,6.135996372,21.0000988,102,Whole Year ,42,muskmelon
111,57,54,27.7058373,92.91185695,6.194090172,22.06207161,1374,Whole Year ,12392,muskmelon
89,57,47,29.78714005,94.65343534,6.327822962,27.8659442,26916,Whole Year ,2263880,muskmelon
110,57,48,28.57819995,92.86597437,6.212567211,27.5987178,3183,Whole Year ,2015,muskmelon
95,57,52,29.48069921,90.33698678,6.640470863,26.0365768,110,Whole Year ,628,muskmelon
115,57,52,27.51492243,94.96218673,6.685553129,21.01796432,3,Whole Year ,37,muskmelon
120,57,50,28.05457761,94.81637388,6.327210469,21.84869328,225,Whole Year ,359,muskmelon
102,57,45,29.03167341,93.12603235,6.35544263,24.15591199,64,Whole Year ,646,muskmelon
94,57,55,28.5854649,91.89216849,6.085682344,26.88372572,6406,Kharif     ,1377,muskmelon
84,57,46,27.08808014,93.42402083,6.781050373,25.32159689,2859,Kharif     ,3336,muskmelon
107,57,54,27.99611732,90.84660317,6.630301421,21.61893763,278,Kharif     ,138,muskmelon
80,57,52,27.87317436,91.14849627,6.484799661,24.05207925,66,Kharif     ,94,muskmelon
86,57,45,28.96586565,90.71832938,6.566759102,22.25838137,591,Kharif     ,1415,muskmelon
113,57,48,28.87726019,92.48839665,6.170520518,24.44267592,123097,Kharif     ,71889,muskmelon
115,57,53,29.17052093,94.19790371,6.012480351,22.06994464,11704,Kharif     ,7970,muskmelon
82,57,54,29.34033587,90.01506395,6.541150335,21.44532907,1302,Kharif     ,1413,muskmelon
98,57,47,29.07265321,91.91533173,6.341400922,28.83568362,1326,Kharif     ,4915,muskmelon
117,57,54,28.68275966,92.50969311,6.150686364,29.11187663,601,Kharif     ,154,muskmelon
83,57,49,28.92705913,91.39356832,6.438008153,23.20076686,197,Kharif     ,3190,muskmelon
120,57,51,27.99901833,91.64193051,6.547041903,23.28618248,1766,Kharif     ,512,muskmelon
111,57,50,27.59350075,91.79742953,6.399891457,24.84266123,8370,Kharif     ,10437,muskmelon
85,57,47,29.87331077,90.60932469,6.186770318,24.69720481,19758,Kharif     ,56192,muskmelon
90,57,54,28.55852465,90.45773041,6.159020864,27.26588346,146,Kharif     ,36,muskmelon
99,57,55,29.19378695,91.46241065,6.660954816,26.48240255,908,Kharif     ,289,muskmelon
102,57,47,27.98780984,92.78226196,6.504906979,27.14509034,307,Kharif     ,91,muskmelon
80,57,51,28.05380704,91.81758779,6.706053225,20.76582087,262,Rabi       ,56,muskmelon
87,57,52,27.3506296,94.2911951,6.067665498,27.21244021,17,Rabi       ,20,muskmelon
114,57,52,29.34081108,94.5513539,6.419083092,28.22908103,2297,Rabi       ,7695,muskmelon
99,57,46,28.61475136,94.22253035,6.39637861,28.98574189,2,Rabi       ,2,muskmelon
89,57,50,27.04863538,91.34685096,6.375923383,25.08146686,16334,Rabi       ,58966,muskmelon
96,57,55,29.5275305,94.57459443,6.700337732,21.13545688,2244,Rabi       ,1696,muskmelon
82,57,47,28.50416396,93.46806467,6.565312653,24.20007242,611,Rabi       ,4466,muskmelon
106,57,52,28.89578588,94.78993038,6.286515359,23.0362503,159,Rabi       ,63,muskmelon
90,57,52,27.04927452,91.3821731,6.448061578,23.65747461,163,Rabi       ,4015,muskmelon
106,57,54,28.96017885,91.69532178,6.585872508,24.7458198,873,Rabi       ,1913,muskmelon
24,57,196,22.75088787,90.69489172,5.521466996,110.4317855,35155,Rabi       ,113937,apple
7,57,197,23.8494014,94.34814995,6.133220586,114.0512495,557,Rabi       ,185,apple
14,57,205,22.60800988,94.58900601,6.226289556,116.0396587,646,Rabi       ,478,apple
8,57,201,21.18667419,91.13435689,6.321152192,122.233323,769,Whole Year ,40826,apple
20,57,201,23.41044706,91.69913296,5.587905967,116.0777931,98,Whole Year ,29,apple
32,57,204,22.86006627,93.12859895,5.824151693,117.7296726,3893,Whole Year ,22798170,apple
27,57,205,22.48403042,93.40819246,5.772179946,105.5473627,125,Whole Year ,64,apple
0,57,205,22.02775403,92.96129462,5.790993052,121.1349176,1402,Whole Year ,12099,apple
22,57,196,21.91191314,91.68748063,6.499226821,117.0761277,27193,Whole Year ,2261081,apple
1,57,199,23.71059131,93.27392415,5.658473817,112.6676589,3280,Whole Year ,2647,apple
30,57,197,21.37784654,92.72043743,5.573241391,106.1417017,226,Whole Year ,1332,apple
29,57,196,22.84852833,94.32130209,6.079497202,123.5977843,10,Whole Year ,131,apple
13,57,204,23.1094265,92.79630809,6.383180271,108.183792,301,Whole Year ,508,apple
9,57,199,23.25230817,94.54128292,5.867420996,105.3558408,32,Whole Year ,387,apple
0,57,200,23.67287749,90.4935574,5.708418722,104.2298028,10943,Kharif     ,1182,apple
30,57,199,23.76881552,90.59810302,5.7983508,102.2648546,3081,Kharif     ,5882,apple
36,57,198,23.34386401,91.47684705,6.28188384,104.4267991,180,Kharif     ,158,apple
37,57,199,22.63946441,90.18451645,5.697945522,108.3405879,235,Kharif     ,98,apple
33,57,203,22.45696744,94.76285385,5.605934087,114.8407725,148596,Kharif     ,159741,apple
7,57,195,22.96388477,93.58065995,5.85648105,104.6472986,4010,Kharif     ,1941,apple
35,57,205,21.07273439,93.56585985,6.041053829,107.8737015,1357,Kharif     ,852,apple
29,57,198,22.44075021,92.70785115,5.685062404,121.4977331,970,Kharif     ,4969,apple
2,57,196,22.71271308,90.45261746,5.669489065,109.8852597,2,Kharif     ,18,apple
34,57,198,21.70416965,93.44006288,5.751707342,115.1781396,845,Kharif     ,268,apple
29,57,204,22.43324518,92.48667725,5.800448951,119.1025189,178,Kharif     ,3535,apple
32,57,203,21.25941052,92.84416234,5.821347769,109.0658471,1912,Kharif     ,541,apple
13,57,197,22.9215706,94.89613443,6.28022267,105.6941544,6849,Kharif     ,9876,apple
25,57,198,22.81212536,91.51861705,6.027314401,107.855225,18019,Kharif     ,53639,apple
9,57,200,21.12152071,90.6878768,5.636687393,102.8017203,203,Kharif     ,34,apple
6,57,198,21.11478672,90.31528693,5.559363609,104.5086618,572,Kharif     ,165,apple
37,57,196,23.59997268,90.97597665,5.596449493,107.1728191,608,Kharif     ,257,apple
2,57,203,23.12652652,94.71203306,5.893492999,108.6211833,10,Rabi       ,1,apple
11,57,197,22.98458907,93.3204487,5.875718516,122.1952483,15,Rabi       ,29,apple
10,57,201,22.12659387,90.97818277,6.386021424,104.5412275,2034,Rabi       ,4153,apple
24,57,202,22.53779727,91.48135786,5.710819862,101.8474768,13361,Rabi       ,31332,apple
23,57,195,22.49095104,91.70292746,5.795985716,124.3915101,1774,Rabi       ,1151,apple
18,57,204,22.35548159,94.47811755,6.046673619,116.7366261,18,Rabi       ,,apple
13,57,196,22.20700989,93.50574163,6.443382913,120.1593771,539,Rabi       ,4914,apple
26,57,202,22.44516988,94.73763514,5.617227184,107.1843273,335,Rabi       ,118,apple
28,57,202,22.76643029,92.12438519,6.442289294,120.4359949,196,Rabi       ,5274,apple
26,57,201,22.19109412,90.02575116,6.162034371,112.3126628,847,Rabi       ,1266,apple
21,57,196,23.6119202,91.70293849,5.812781806,123.5900822,16,Rabi       ,39,apple
21,57,198,23.86087054,94.92048112,5.765015126,105.0241329,43558,Rabi       ,131502,apple
5,57,205,21.42177231,92.62665309,6.184922574,102.8045658,334,Rabi       ,118,apple
2,57,205,22.36629253,90.78572467,5.739652177,124.9831618,1126,Rabi       ,601,apple
15,57,199,23.99686172,91.61001707,5.824778636,117.6102915,923,Whole Year ,46782,apple
31,57,198,21.80129837,92.73446667,5.554823557,120.0586671,100,Whole Year ,24,apple
25,57,200,23.80436344,92.80441624,6.024248787,100.6192543,113,Whole Year ,77,apple
16,57,204,23.71475278,91.53331177,5.631333387,121.8961665,1138,Whole Year ,10817,apple
19,57,202,23.34467359,90.37981478,5.811975094,112.8954016,27719,Whole Year ,2311342,apple
10,57,196,22.31253665,90.03577124,5.730557448,113.0688155,1048,Whole Year ,578,apple
20,57,202,23.50201428,92.21083961,5.66999105,107.9868949,239,Whole Year ,3062,apple
28,57,198,23.46260321,91.45665004,5.682751473,111.7763395,15,Whole Year ,99,apple
28,57,200,23.06204373,92.39544055,6.245858905,114.7399101,130,Whole Year ,229,apple
2,57,199,22.47420512,91.22759742,6.017370134,124.2179699,47,Whole Year ,369,apple
2,57,197,22.69780133,92.82223419,5.53456749,105.0508234,8019,Kharif     ,1203,apple
27,57,201,23.66682067,93.90191078,5.952367662,105.4004751,2353,Kharif     ,4958,apple
30,57,204,22.50050273,92.45878335,6.126436584,100.9343903,175,Kharif     ,11,apple
32,57,203,23.83053666,90.84422164,6.406818518,109.5966791,400,Kharif     ,65,apple
29,57,205,23.64142354,93.74461474,6.155939453,116.6912176,1078,Kharif     ,347,apple
26,57,195,21.41363812,92.99124545,5.878568981,118.3979065,132056,Kharif     ,82799,apple
40,57,202,22.85267372,94.5764581,5.935336308,117.5314026,3394,Kharif     ,1806,apple
6,57,200,22.98208095,93.84505029,5.971332179,109.5852253,65,Kharif     ,80,apple
35,57,200,21.19909519,90.80819418,5.67130617,103.6838922,930,Kharif     ,3084,apple
17,57,196,23.87192332,90.49939035,5.882155988,103.0548094,506,Kharif     ,325,apple
33,57,205,21.0365275,94.33919546,6.08551916,114.7412734,180,Kharif     ,2594,apple
16,57,197,22.61711614,93.51978375,5.90402645,116.9256766,2102,Kharif     ,671,apple
27,57,200,21.45278675,90.74531921,6.110218826,116.7036582,6608,Kharif     ,7203,apple
29,57,205,22.81227579,92.12992101,6.212302608,109.3383552,17342,Kharif     ,55719,apple
3,57,197,21.98141856,91.12719303,6.142803397,115.4789148,88,Kharif     ,20,apple
15,57,204,22.52709326,92.54780429,6.365972688,115.3830068,379,Kharif     ,128,apple
5,57,195,22.35628673,91.92360477,6.264202804,107.7697413,388,Kharif     ,207,apple
10,57,204,21.19852186,92.15595143,6.276198595,105.8554351,12,Rabi       ,2,apple
7,57,195,23.8812458,93.45067555,5.514253142,104.9116663,2,Rabi       ,4,apple
2,57,201,22.78234161,94.36803516,5.682343744,122.1449949,9,Rabi       ,7,apple
29,57,197,22.19055385,92.43764169,5.830892252,121.6622761,1897,Rabi       ,2474,apple
30,57,200,22.91430043,90.70475565,5.603413172,118.6044645,2,Rabi       ,1,apple
29,57,204,23.08950736,90.22507299,6.0967531,108.2166601,14103,Rabi       ,45637,apple
14,57,197,21.72484506,92.83975602,6.056529526,121.6961761,1621,Rabi       ,1149,apple
18,57,203,22.44307715,91.59234006,6.160267496,102.5565807,11,Rabi       ,2,apple
33,57,204,21.1316077,91.95769858,5.814434775,122.5391946,877,Rabi       ,6805,apple
40,57,196,22.71750705,92.25479855,5.987262638,107.0289866,270,Rabi       ,161,apple
9,57,197,23.75033085,92.88160462,5.570020684,117.6602827,196,Rabi       ,4013,apple
38,57,203,23.76121837,93.661643,5.965551311,100.825956,17,Rabi       ,5,apple
28,57,196,22.13450646,94.67695747,6.062356467,112.9203223,693,Rabi       ,1398,apple
35,57,203,21.17089176,90.23730166,5.895319002,123.6495149,33764,Rabi       ,113211,apple
12,57,205,22.36238282,91.15761594,6.119432215,118.6832725,284,Rabi       ,146,apple
1,57,203,22.77856513,92.70124029,5.624203283,113.7759219,2528,Rabi       ,1772,apple
0,57,205,21.22503442,90.09877774,5.52078314,113.9760462,886,Whole Year ,55948,apple
31,57,201,23.15791104,90.34396882,5.731535258,110.712841,76,Whole Year ,19,apple
35,57,203,22.42776057,93.91722423,5.893490899,102.7230739,3663,Whole Year ,29376960,apple
29,57,195,23.64082979,90.95257927,5.560521058,116.7431319,74,Whole Year ,43,apple
33,57,198,22.29423493,90.69033986,6.222390798,122.7418744,1151,Whole Year ,15206,apple
14,57,197,23.35225078,90.90054697,6.071255131,113.0381382,28405,Whole Year ,2577106,apple
35,57,195,22.03911546,94.58075845,6.231950009,110.9804014,1342,Whole Year ,927,apple
40,57,197,23.80593812,92.48879468,5.889480679,119.6335548,288,Whole Year ,3490,apple
25,57,198,22.31944084,90.85174383,5.732757516,100.1173443,10,Whole Year ,100,apple
31,57,196,22.14464104,93.82567435,6.400321212,120.6310784,51,Whole Year ,82,apple
36,57,196,23.65167552,94.50528753,6.496934492,115.3611268,31,Whole Year ,255,apple
10,57,197,22.16939473,90.27185592,6.229498836,124.4683112,7594,Kharif     ,1268,apple
22,57,12,15.78144173,92.51077745,6.354006744,119.035002,1681,Kharif     ,4211,orange
